TIMESTAMP,Wind_10
20120101 1:00,0.48210168
20120101 2:00,0.764515707
20120101 3:00,1.620028399
20120101 4:00,2.434190578
20120101 5:00,3.000420484
20120101 6:00,3.455185633
20120101 7:00,3.621217157
20120101 8:00,3.504092394
20120101 9:00,3.134201956
20120101 10:00,2.851631378
20120101 11:00,3.012753264
20120101 12:00,3.199767922
20120101 13:00,3.472070714
20120101 14:00,3.646477688
20120101 15:00,3.494261783
20120101 16:00,3.453237691
20120101 17:00,3.50979777
20120101 18:00,3.482317778
20120101 19:00,3.800359238
20120101 20:00,4.332925097
20120101 21:00,4.913708463
20120101 22:00,5.366555664
20120101 23:00,6.069006395
20120102 0:00,6.443097237
20120102 1:00,7.389052483
20120102 2:00,8.743174594
20120102 3:00,9.511052563
20120102 4:00,8.877076452
20120102 5:00,7.056658062
20120102 6:00,5.443936315
20120102 7:00,5.185510761
20120102 8:00,5.364266255
20120102 9:00,4.181295032
20120102 10:00,3.777652249
20120102 11:00,3.046487032
20120102 12:00,1.776379141
20120102 13:00,1.328888495
20120102 14:00,1.19616862
20120102 15:00,1.177579765
20120102 16:00,1.22684047
20120102 17:00,1.2904106
20120102 18:00,1.140507576
20120102 19:00,1.142460007
20120102 20:00,1.389509001
20120102 21:00,0.889436513
20120102 22:00,1.153828422
20120102 23:00,1.373262903
20120103 0:00,2.488327995
20120103 1:00,4.364787041
20120103 2:00,5.241380676
20120103 3:00,5.452357097
20120103 4:00,5.142322503
20120103 5:00,5.156157612
20120103 6:00,4.793147589
20120103 7:00,4.48534208
20120103 8:00,4.251202863
20120103 9:00,4.277103454
20120103 10:00,3.758097219
20120103 11:00,4.835880678
20120103 12:00,5.295705802
20120103 13:00,5.10800712
20120103 14:00,5.465232536
20120103 15:00,6.036842404
20120103 16:00,5.717245693
20120103 17:00,5.621426623
20120103 18:00,5.025530532
20120103 19:00,4.670874885
20120103 20:00,4.892787635
20120103 21:00,5.267058677
20120103 22:00,5.313748137
20120103 23:00,5.229361803
20120104 0:00,5.184745561
20120104 1:00,5.409829801
20120104 2:00,5.461065251
20120104 3:00,5.155409263
20120104 4:00,5.074408343
20120104 5:00,5.317716373
20120104 6:00,5.475751679
20120104 7:00,5.488600688
20120104 8:00,5.202222493
20120104 9:00,4.685585926
20120104 10:00,3.614656396
20120104 11:00,3.084062642
20120104 12:00,2.510403396
20120104 13:00,2.017636712
20120104 14:00,1.986291247
20120104 15:00,1.926703116
20120104 16:00,2.034762511
20120104 17:00,2.123413974
20120104 18:00,2.240881649
20120104 19:00,2.340866595
20120104 20:00,1.778289591
20120104 21:00,2.063028783
20120104 22:00,3.004964242
20120104 23:00,2.866962682
20120105 0:00,3.500395488
20120105 1:00,3.811038797
20120105 2:00,4.459628508
20120105 3:00,5.023192355
20120105 4:00,5.377319927
20120105 5:00,5.536029963
20120105 6:00,5.584706416
20120105 7:00,5.618486434
20120105 8:00,5.099751121
20120105 9:00,4.585470961
20120105 10:00,3.202175681
20120105 11:00,2.080203676
20120105 12:00,1.936353384
20120105 13:00,1.95159818
20120105 14:00,1.957552614
20120105 15:00,2.15853626
20120105 16:00,2.195228865
20120105 17:00,2.11996345
20120105 18:00,2.142512949
20120105 19:00,1.931077734
20120105 20:00,1.789574409
20120105 21:00,2.515993007
20120105 22:00,3.67619967
20120105 23:00,3.688992268
20120106 0:00,3.519422639
20120106 1:00,3.155822694
20120106 2:00,2.191304724
20120106 3:00,0.95201756
20120106 4:00,0.42898999
20120106 5:00,1.094828975
20120106 6:00,2.505742455
20120106 7:00,3.467352884
20120106 8:00,3.92135174
20120106 9:00,3.560099409
20120106 10:00,3.15078972
20120106 11:00,3.052533259
20120106 12:00,2.47894595
20120106 13:00,2.531839651
20120106 14:00,2.703922231
20120106 15:00,2.973325261
20120106 16:00,3.341612621
20120106 17:00,3.81559378
20120106 18:00,4.175959065
20120106 19:00,4.260580872
20120106 20:00,4.60901976
20120106 21:00,3.988808661
20120106 22:00,3.469459015
20120106 23:00,4.413064591
20120107 0:00,6.139304265
20120107 1:00,4.191354715
20120107 2:00,4.083375067
20120107 3:00,2.647787776
20120107 4:00,2.18679251
20120107 5:00,0.811798553
20120107 6:00,2.428133501
20120107 7:00,4.268748841
20120107 8:00,5.665047281
20120107 9:00,3.545567444
20120107 10:00,3.169695495
20120107 11:00,3.383091273
20120107 12:00,3.783946106
20120107 13:00,4.093056001
20120107 14:00,4.327526851
20120107 15:00,4.484235766
20120107 16:00,4.735027856
20120107 17:00,5.118374343
20120107 18:00,5.190230864
20120107 19:00,5.082584105
20120107 20:00,5.089771054
20120107 21:00,7.101634132
20120107 22:00,9.238623505
20120107 23:00,8.347736248
20120108 0:00,8.597761123
20120108 1:00,7.881492104
20120108 2:00,8.821039734
20120108 3:00,9.213019678
20120108 4:00,10.29596786
20120108 5:00,9.480191905
20120108 6:00,9.662371885
20120108 7:00,9.281874884
20120108 8:00,8.705677412
20120108 9:00,7.98413676
20120108 10:00,7.140734767
20120108 11:00,6.782364805
20120108 12:00,6.034062259
20120108 13:00,6.077675353
20120108 14:00,5.807932392
20120108 15:00,6.612897913
20120108 16:00,6.789119039
20120108 17:00,6.725484747
20120108 18:00,6.938816035
20120108 19:00,6.43658044
20120108 20:00,6.712558473
20120108 21:00,6.886969912
20120108 22:00,8.168818363
20120108 23:00,8.374967315
20120109 0:00,8.167191056
20120109 1:00,7.990781982
20120109 2:00,7.663511731
20120109 3:00,7.483163963
20120109 4:00,7.849604103
20120109 5:00,8.96264563
20120109 6:00,9.075750515
20120109 7:00,8.943354195
20120109 8:00,8.444345312
20120109 9:00,8.551265318
20120109 10:00,7.359238964
20120109 11:00,6.346950209
20120109 12:00,5.275878785
20120109 13:00,4.552685332
20120109 14:00,4.330550571
20120109 15:00,4.690743934
20120109 16:00,4.432018555
20120109 17:00,4.510400978
20120109 18:00,4.644009545
20120109 19:00,4.771819351
20120109 20:00,4.808398745
20120109 21:00,5.201447458
20120109 22:00,6.250328338
20120109 23:00,6.543835959
20120110 0:00,7.215055993
20120110 1:00,7.143019333
20120110 2:00,7.985830054
20120110 3:00,8.178795075
20120110 4:00,8.245331347
20120110 5:00,8.557004885
20120110 6:00,9.031816419
20120110 7:00,8.662598056
20120110 8:00,8.433796889
20120110 9:00,7.700934732
20120110 10:00,7.392722467
20120110 11:00,8.180087037
20120110 12:00,8.529245892
20120110 13:00,9.648518581
20120110 14:00,8.804373729
20120110 15:00,8.358705539
20120110 16:00,8.655828259
20120110 17:00,9.253288292
20120110 18:00,8.577041285
20120110 19:00,8.176314729
20120110 20:00,8.46014894
20120110 21:00,8.069580029
20120110 22:00,8.861455365
20120110 23:00,8.912141266
20120111 0:00,8.986888107
20120111 1:00,8.08688007
20120111 2:00,7.599751174
20120111 3:00,7.129836139
20120111 4:00,7.097086087
20120111 5:00,6.742941254
20120111 6:00,6.605413361
20120111 7:00,6.3277093
20120111 8:00,5.927711702
20120111 9:00,5.479118479
20120111 10:00,4.324121448
20120111 11:00,3.544749205
20120111 12:00,2.696360967
20120111 13:00,1.766155229
20120111 14:00,1.65203775
20120111 15:00,2.054997516
20120111 16:00,2.568666382
20120111 17:00,2.737779187
20120111 18:00,2.460839269
20120111 19:00,3.070706943
20120111 20:00,3.770163422
20120111 21:00,4.345211505
20120111 22:00,4.439344798
20120111 23:00,4.544215813
20120112 0:00,4.23195705
20120112 1:00,4.088611453
20120112 2:00,4.071050279
20120112 3:00,3.932472693
20120112 4:00,4.129406066
20120112 5:00,4.637557251
20120112 6:00,4.784876058
20120112 7:00,4.653355024
20120112 8:00,4.3573111
20120112 9:00,4.314678043
20120112 10:00,3.853453668
20120112 11:00,3.424423846
20120112 12:00,2.512939863
20120112 13:00,1.983254364
20120112 14:00,1.936406255
20120112 15:00,2.085746037
20120112 16:00,2.457213204
20120112 17:00,2.867955592
20120112 18:00,3.018651563
20120112 19:00,3.194025523
20120112 20:00,3.346411183
20120112 21:00,4.55060844
20120112 22:00,5.305640201
20120112 23:00,4.825399226
20120113 0:00,4.378258237
20120113 1:00,4.485012545
20120113 2:00,4.498884074
20120113 3:00,4.713456368
20120113 4:00,4.843469842
20120113 5:00,4.95920882
20120113 6:00,5.001488707
20120113 7:00,5.242099023
20120113 8:00,5.354821366
20120113 9:00,5.086396874
20120113 10:00,4.03667037
20120113 11:00,3.508770228
20120113 12:00,3.261406173
20120113 13:00,3.579819862
20120113 14:00,3.438549692
20120113 15:00,3.217596422
