TIMESTAMP,Wind_100
20120101 1:00,6.91956105
20120101 2:00,6.592012004
20120101 3:00,6.025551481
20120101 4:00,5.206725031
20120101 5:00,4.765299244
20120101 6:00,4.28626878
20120101 7:00,3.361124138
20120101 8:00,2.02985744
20120101 9:00,1.103862928
20120101 10:00,0.9417645
20120101 11:00,3.113354843
20120101 12:00,3.547905524
20120101 13:00,2.839650486
20120101 14:00,3.260076707
20120101 15:00,4.012632699
20120101 16:00,5.168974422
20120101 17:00,6.110017671
20120101 18:00,7.001394995
20120101 19:00,7.401354727
20120101 20:00,7.381604573
20120101 21:00,7.003168592
20120101 22:00,6.639693903
20120101 23:00,7.126460203
20120102 0:00,7.853155356
20120102 1:00,9.206084405
20120102 2:00,9.099085549
20120102 3:00,8.881486333
20120102 4:00,8.536733678
20120102 5:00,8.160722454
20120102 6:00,7.680641507
20120102 7:00,7.635883775
20120102 8:00,6.926719808
20120102 9:00,6.976557516
20120102 10:00,7.329328527
20120102 11:00,6.56633976
20120102 12:00,3.75628969
20120102 13:00,5.778837549
20120102 14:00,5.852878007
20120102 15:00,5.794011566
20120102 16:00,5.286362894
20120102 17:00,4.405331472
20120102 18:00,3.58776844
20120102 19:00,3.249288859
20120102 20:00,2.635739637
20120102 21:00,2.049626657
20120102 22:00,2.125630624
20120102 23:00,2.589880425
20120103 0:00,3.268272751
20120103 1:00,3.591070444
20120103 2:00,4.234728711
20120103 3:00,1.505313386
20120103 4:00,3.482130513
20120103 5:00,6.668649236
20120103 6:00,7.028286411
20120103 7:00,6.68923702
20120103 8:00,6.451157495
20120103 9:00,6.155892531
20120103 10:00,5.926851631
20120103 11:00,6.331758056
20120103 12:00,6.053604397
20120103 13:00,5.281731873
20120103 14:00,5.198480989
20120103 15:00,7.791488405
20120103 16:00,8.942456287
20120103 17:00,9.247204638
20120103 18:00,9.222013383
20120103 19:00,9.439295393
20120103 20:00,10.21463265
20120103 21:00,10.1995634
20120103 22:00,10.14078007
20120103 23:00,9.792302743
20120104 0:00,9.243285426
20120104 1:00,9.240135013
20120104 2:00,8.877390572
20120104 3:00,8.713933138
20120104 4:00,8.224632602
20120104 5:00,7.677713649
20120104 6:00,7.737313849
20120104 7:00,7.722214863
20120104 8:00,7.687268014
20120104 9:00,7.693521681
20120104 10:00,7.49378079
20120104 11:00,6.941316624
20120104 12:00,6.394185186
20120104 13:00,6.159447358
20120104 14:00,5.78266813
20120104 15:00,5.196848459
20120104 16:00,4.976282905
20120104 17:00,5.105085061
20120104 18:00,5.478264081
20120104 19:00,5.521825401
20120104 20:00,5.057349958
20120104 21:00,4.228741585
20120104 22:00,4.135939379
20120104 23:00,3.995170403
20120105 0:00,4.020801477
20120105 1:00,4.613948653
20120105 2:00,5.583918015
20120105 3:00,6.130930669
20120105 4:00,6.451237485
20120105 5:00,6.851399644
20120105 6:00,7.72759584
20120105 7:00,8.728970616
20120105 8:00,8.796364213
20120105 9:00,8.494247409
20120105 10:00,7.883143056
20120105 11:00,7.355197612
20120105 12:00,7.132583449
20120105 13:00,6.57412183
20120105 14:00,6.291967893
20120105 15:00,6.194779516
20120105 16:00,5.811040493
20120105 17:00,5.712374172
20120105 18:00,5.786272698
20120105 19:00,5.881468353
20120105 20:00,5.600913141
20120105 21:00,5.214835425
20120105 22:00,4.915502157
20120105 23:00,4.484781876
20120106 0:00,4.056702687
20120106 1:00,2.676930462
20120106 2:00,2.63126419
20120106 3:00,2.203150727
20120106 4:00,1.756689184
20120106 5:00,0.969292772
20120106 6:00,1.083852364
20120106 7:00,1.443884095
20120106 8:00,1.805150164
20120106 9:00,2.002228392
20120106 10:00,2.111112448
20120106 11:00,1.907418776
20120106 12:00,1.906472631
20120106 13:00,2.928805923
20120106 14:00,3.86869112
20120106 15:00,4.74772757
20120106 16:00,5.472498838
20120106 17:00,6.035903567
20120106 18:00,6.448609434
20120106 19:00,6.757265606
20120106 20:00,6.846774723
20120106 21:00,6.840183454
20120106 22:00,6.585201595
20120106 23:00,7.610253185
20120107 0:00,8.182681396
20120107 1:00,6.580837776
20120107 2:00,7.74759616
20120107 3:00,8.328388512
20120107 4:00,8.486895957
20120107 5:00,9.086267594
20120107 6:00,9.811125066
20120107 7:00,14.92411966
20120107 8:00,10.13324979
20120107 9:00,9.508022255
20120107 10:00,10.06765501
20120107 11:00,9.366291086
20120107 12:00,8.421703189
20120107 13:00,8.973255203
20120107 14:00,9.033133529
20120107 15:00,8.782153411
20120107 16:00,8.85524994
20120107 17:00,8.146611141
20120107 18:00,7.04399522
20120107 19:00,6.408482445
20120107 20:00,6.000185313
20120107 21:00,5.976953999
20120107 22:00,6.166699666
20120107 23:00,6.663150381
20120108 0:00,7.58971402
20120108 1:00,9.985561257
20120108 2:00,12.30855964
20120108 3:00,13.4357253
20120108 4:00,11.0337619
20120108 5:00,10.43495291
20120108 6:00,10.8401881
20120108 7:00,10.09106043
20120108 8:00,11.21799345
20120108 9:00,10.17003118
20120108 10:00,8.660174012
20120108 11:00,8.107535246
20120108 12:00,8.23873201
20120108 13:00,8.079698215
20120108 14:00,7.950770122
20120108 15:00,7.954138705
20120108 16:00,7.801367083
20120108 17:00,7.844521829
20120108 18:00,7.956238858
20120108 19:00,8.050596791
20120108 20:00,7.570687697
20120108 21:00,8.648461645
20120108 22:00,9.404287039
20120108 23:00,7.895935356
20120109 0:00,8.185428249
20120109 1:00,8.1436926
20120109 2:00,8.40486287
20120109 3:00,8.247649372
20120109 4:00,9.435524514
20120109 5:00,8.871901557
20120109 6:00,9.277389505
20120109 7:00,9.705597606
20120109 8:00,9.583943565
20120109 9:00,9.220302508
20120109 10:00,8.704088391
20120109 11:00,8.038789329
20120109 12:00,7.525498208
20120109 13:00,7.988747553
20120109 14:00,8.190053275
20120109 15:00,7.74441922
20120109 16:00,8.74351933
20120109 17:00,7.878998771
20120109 18:00,6.720830948
20120109 19:00,6.8758509
20120109 20:00,7.046963824
20120109 21:00,7.598685925
20120109 22:00,7.321095108
20120109 23:00,6.896963494
20120110 0:00,6.767028309
20120110 1:00,7.408986781
20120110 2:00,8.162264236
20120110 3:00,8.907748156
20120110 4:00,9.901574826
20120110 5:00,10.72708915
20120110 6:00,9.982087171
20120110 7:00,9.370823739
20120110 8:00,9.693950758
20120110 9:00,10.07540527
20120110 10:00,8.867448132
20120110 11:00,8.144860741
20120110 12:00,8.194589128
20120110 13:00,8.777787771
20120110 14:00,9.415930858
20120110 15:00,9.854148007
20120110 16:00,9.995185374
20120110 17:00,11.55569979
20120110 18:00,12.17393197
20120110 19:00,13.51059323
20120110 20:00,13.87683379
20120110 21:00,14.59371032
20120110 22:00,14.53556986
20120110 23:00,14.80866953
20120111 0:00,15.68492651
20120111 1:00,14.69120778
20120111 2:00,14.20533766
20120111 3:00,13.76357153
20120111 4:00,13.28388214
20120111 5:00,12.79776561
20120111 6:00,11.68376401
20120111 7:00,11.11058918
20120111 8:00,10.73419677
20120111 9:00,10.48343529
20120111 10:00,9.649156449
20120111 11:00,8.952346201
20120111 12:00,8.228793858
20120111 13:00,7.739501591
20120111 14:00,7.458848045
20120111 15:00,7.374549705
20120111 16:00,7.015239154
20120111 17:00,6.486490263
20120111 18:00,6.098193813
20120111 19:00,5.831670582
20120111 20:00,5.366324083
20120111 21:00,5.180314517
20120111 22:00,7.396017546
20120111 23:00,7.29545596
20120112 0:00,8.220138058
20120112 1:00,5.201748529
20120112 2:00,5.288011909
20120112 3:00,5.631519548
20120112 4:00,6.073400415
20120112 5:00,6.4587783
20120112 6:00,6.677810323
20120112 7:00,6.8100133
20120112 8:00,7.060189558
20120112 9:00,7.40906242
20120112 10:00,7.459866546
20120112 11:00,7.147179834
20120112 12:00,7.027597523
20120112 13:00,6.861403658
20120112 14:00,6.561859036
20120112 15:00,6.427232185
20120112 16:00,7.284492339
20120112 17:00,7.448755157
20120112 18:00,6.70688493
20120112 19:00,5.823870427
20120112 20:00,6.66347931
20120112 21:00,7.665726814
20120112 22:00,7.672561426
20120112 23:00,7.413273651
20120113 0:00,7.072312573
20120113 1:00,6.848359426
20120113 2:00,6.837262821
20120113 3:00,7.129745291
20120113 4:00,7.166027223
20120113 5:00,7.249043169
20120113 6:00,7.472122049
20120113 7:00,7.621581499
20120113 8:00,7.809325534
20120113 9:00,7.832779479
20120113 10:00,7.896408481
20120113 11:00,8.159172471
20120113 12:00,8.22726165
20120113 13:00,8.039424838
20120113 14:00,7.892102354
20120113 15:00,7.347704519
20120113 16:00,7.149142117
20120113 17:00,7.040912373
20120113 18:00,6.852306438
20120113 19:00,6.90455171
20120113 20:00,7.245039179
20120113 21:00,7.598300212
20120113 22:00,7.651204805
20120113 23:00,7.64060058
20120114 0:00,7.395480489
20120114 1:00,7.667732813
20120114 2:00,7.620528009
20120114 3:00,7.565378751
20120114 4:00,7.390851224
20120114 5:00,7.456731078
20120114 6:00,7.713818806
20120114 7:00,7.984406916
20120114 8:00,8.297021346
20120114 9:00,8.496093823
20120114 10:00,8.61405785
20120114 11:00,8.584079329
20120114 12:00,8.491337506
20120114 13:00,8.169156279
20120114 14:00,7.838082736
20120114 15:00,7.758231424
20120114 16:00,7.912758372
20120114 17:00,8.101355052
20120114 18:00,8.134642995
20120114 19:00,8.034054083
20120114 20:00,7.636960714
20120114 21:00,7.03914225
20120114 22:00,6.194269503
20120114 23:00,5.564811474
20120115 0:00,4.764250177
20120115 1:00,4.250044143
20120115 2:00,3.721072927
20120115 3:00,3.344119906
20120115 4:00,3.130914792
20120115 5:00,3.195985215
20120115 6:00,3.240632828
20120115 7:00,3.402110545
20120115 8:00,3.946549501
20120115 9:00,5.383466086
20120115 10:00,6.958430061
20120115 11:00,6.883815495
20120115 12:00,6.028498299
20120115 13:00,5.671954731
20120115 14:00,6.138745585
20120115 15:00,6.766141428
20120115 16:00,7.008645628
20120115 17:00,7.37195225
20120115 18:00,7.741533862
20120115 19:00,8.038969234
20120115 20:00,8.46445964
20120115 21:00,9.044157002
20120115 22:00,8.737978936
20120115 23:00,8.879735661
20120116 0:00,8.6422549
20120116 1:00,9.875914293
20120116 2:00,10.03800706
20120116 3:00,9.863014599
20120116 4:00,9.47085899
20120116 5:00,9.031054037
20120116 6:00,9.065190691
20120116 7:00,8.987019286
20120116 8:00,8.151238929
20120116 9:00,7.07673671
20120116 10:00,7.495908218
20120116 11:00,8.386577909
20120116 12:00,8.755790837
20120116 13:00,9.335659965
20120116 14:00,10.41952041
20120116 15:00,10.25272195
20120116 16:00,9.871275514
20120116 17:00,9.477930831
20120116 18:00,9.039356502
20120116 19:00,8.842597828
20120116 20:00,8.834364905
20120116 21:00,8.911774065
20120116 22:00,8.785792488
20120116 23:00,9.268870374
20120117 0:00,9.715682388
20120117 1:00,10.56192469
20120117 2:00,10.17329126
