TIMESTAMP,Wind_100
20120101 1:00,7.102239099
20120101 2:00,5.896794985
20120101 3:00,4.495015983
20120101 4:00,3.680704745
20120101 5:00,3.569401461
20120101 6:00,3.963192398
20120101 7:00,4.934269411
20120101 8:00,7.083894801
20120101 9:00,8.81234018
20120101 10:00,8.365262055
20120101 11:00,7.747947132
20120101 12:00,7.909165435
20120101 13:00,8.636240891
20120101 14:00,8.827097743
20120101 15:00,8.993771321
20120101 16:00,10.34771163
20120101 17:00,10.49654376
20120101 18:00,10.13508919
20120101 19:00,9.598746314
20120101 20:00,9.180597337
20120101 21:00,8.191122512
20120101 22:00,7.491812095
20120101 23:00,5.986547485
20120102 0:00,5.118789317
20120102 1:00,8.32392464
20120102 2:00,7.35825173
20120102 3:00,6.628595573
20120102 4:00,5.230300104
20120102 5:00,6.339616776
20120102 6:00,8.543781828
20120102 7:00,9.763677531
20120102 8:00,8.631053005
20120102 9:00,7.009647578
20120102 10:00,5.661606909
20120102 11:00,3.068573818
20120102 12:00,3.624697544
20120102 13:00,3.016660927
20120102 14:00,1.348136992
20120102 15:00,0.771267565
20120102 16:00,0.934862779
20120102 17:00,1.75194906
20120102 18:00,3.300164643
20120102 19:00,2.681298268
20120102 20:00,1.469330348
20120102 21:00,0.272158697
20120102 22:00,1.880958209
20120102 23:00,1.649042573
20120103 0:00,1.084750251
20120103 1:00,3.531601842
20120103 2:00,3.457709355
20120103 3:00,3.887947309
20120103 4:00,4.419118895
20120103 5:00,4.698318312
20120103 6:00,5.625465627
20120103 7:00,7.906742393
20120103 8:00,8.608085749
20120103 9:00,7.134668931
20120103 10:00,7.394853691
20120103 11:00,9.0039185
20120103 12:00,9.952763871
20120103 13:00,10.26115694
20120103 14:00,9.897315857
20120103 15:00,9.812885415
20120103 16:00,9.734145447
20120103 17:00,9.72036107
20120103 18:00,9.324669812
20120103 19:00,8.950478629
20120103 20:00,8.999415121
20120103 21:00,9.476217347
20120103 22:00,9.416116638
20120103 23:00,9.09341661
20120104 0:00,8.933724358
20120104 1:00,7.104471987
20120104 2:00,6.91938131
20120104 3:00,6.998438582
20120104 4:00,7.27645114
20120104 5:00,7.546112566
20120104 6:00,7.95326391
20120104 7:00,8.28302742
20120104 8:00,8.244747776
20120104 9:00,8.227968461
20120104 10:00,7.86816744
20120104 11:00,7.857946336
20120104 12:00,7.903398371
20120104 13:00,7.5838096
20120104 14:00,7.160861025
20120104 15:00,6.770137978
20120104 16:00,6.405006489
20120104 17:00,6.367971307
20120104 18:00,6.641859585
20120104 19:00,6.611199619
20120104 20:00,6.457959992
20120104 21:00,6.141252275
20120104 22:00,5.793725197
20120104 23:00,5.54824467
20120105 0:00,5.42218997
20120105 1:00,4.666820803
20120105 2:00,5.152170509
20120105 3:00,5.523111536
20120105 4:00,6.361484203
20120105 5:00,7.031787914
20120105 6:00,7.485856443
20120105 7:00,8.098122296
20120105 8:00,8.600290997
20120105 9:00,8.800683235
20120105 10:00,8.813959842
20120105 11:00,8.846887826
20120105 12:00,8.469188046
20120105 13:00,8.001078802
20120105 14:00,7.388092521
20120105 15:00,6.943390701
20120105 16:00,6.467183877
20120105 17:00,6.305988448
20120105 18:00,6.194653507
20120105 19:00,6.001097564
20120105 20:00,5.745056405
20120105 21:00,4.834123828
20120105 22:00,4.290902687
20120105 23:00,3.925692376
20120106 0:00,3.999579054
20120106 1:00,4.801630228
20120106 2:00,4.504379064
20120106 3:00,4.100305306
20120106 4:00,3.943095437
20120106 5:00,3.776770685
20120106 6:00,2.932511119
20120106 7:00,1.587923109
20120106 8:00,3.579985217
20120106 9:00,5.869282536
20120106 10:00,5.916661906
20120106 11:00,5.531550399
20120106 12:00,5.592416817
20120106 13:00,5.934107996
20120106 14:00,6.565301569
20120106 15:00,7.128547036
20120106 16:00,7.926524337
20120106 17:00,12.03099507
20120106 18:00,8.469568013
20120106 19:00,8.677841593
20120106 20:00,9.153577449
20120106 21:00,11.34519349
20120106 22:00,10.68082595
20120106 23:00,10.03732342
20120107 0:00,9.764258276
20120107 1:00,8.131260091
20120107 2:00,11.75268209
20120107 3:00,10.40370861
20120107 4:00,10.13576945
20120107 5:00,9.113859793
20120107 6:00,9.174197582
20120107 7:00,8.664269071
20120107 8:00,7.898913315
20120107 9:00,6.315407982
20120107 10:00,6.595691457
20120107 11:00,6.210422515
20120107 12:00,6.696934783
20120107 13:00,7.39826435
20120107 14:00,7.637396243
20120107 15:00,7.517225872
20120107 16:00,7.450764062
20120107 17:00,7.79473197
20120107 18:00,7.938723669
20120107 19:00,7.781846003
20120107 20:00,7.706686767
20120107 21:00,8.053194804
