TIMESTAMP,Wind_10
20120101 1:00,5.468725126
20120101 2:00,4.6440552
20120101 3:00,3.621760148
20120101 4:00,2.99792502
20120101 5:00,2.907519218
20120101 6:00,3.198426773
20120101 7:00,3.897751232
20120101 8:00,5.288317929
20120101 9:00,5.828829331
20120101 10:00,4.390406085
20120101 11:00,3.44168342
20120101 12:00,3.378811068
20120101 13:00,3.941926574
20120101 14:00,4.195734499
20120101 15:00,4.370140908
20120101 16:00,5.495521192
20120101 17:00,5.718998673
20120101 18:00,5.454538743
20120101 19:00,5.125708943
20120101 20:00,4.863488043
20120101 21:00,4.758843451
20120101 22:00,5.23442001
20120101 23:00,4.475305501
20120102 0:00,3.96085984
20120102 1:00,6.31889731
20120102 2:00,5.710590258
20120102 3:00,5.200585982
20120102 4:00,4.162984522
20120102 5:00,4.893268096
20120102 6:00,6.330046529
20120102 7:00,7.063134118
20120102 8:00,6.102604493
20120102 9:00,4.702587125
20120102 10:00,3.476370144
20120102 11:00,1.430219045
20120102 12:00,2.162133423
20120102 13:00,1.544571419
20120102 14:00,0.437077099
20120102 15:00,0.748300097
20120102 16:00,0.992226721
20120102 17:00,1.253909409
20120102 18:00,1.726683667
20120102 19:00,1.757684561
20120102 20:00,1.135704914
20120102 21:00,0.435349566
20120102 22:00,1.24245496
20120102 23:00,1.182031255
20120103 0:00,0.797261349
20120103 1:00,2.892474961
20120103 2:00,2.87397392
20120103 3:00,3.218738303
20120103 4:00,3.617031715
20120103 5:00,3.819474094
20120103 6:00,4.504876792
20120103 7:00,6.021672585
20120103 8:00,6.264618114
20120103 9:00,5.134629718
20120103 10:00,5.128744078
20120103 11:00,6.096518472
20120103 12:00,6.723616621
20120103 13:00,6.974201466
20120103 14:00,6.725485446
20120103 15:00,6.680891857
20120103 16:00,6.579275442
20120103 17:00,6.633969875
20120103 18:00,6.3867918
20120103 19:00,6.014845406
20120103 20:00,5.920697301
20120103 21:00,6.677656856
20120103 22:00,6.86825839
20120103 23:00,6.792329375
20120104 0:00,6.77914857
20120104 1:00,5.561792331
20120104 2:00,5.460361711
20120104 3:00,5.535219561
20120104 4:00,5.733258825
20120104 5:00,5.908420937
20120104 6:00,6.168407632
20120104 7:00,6.330850473
20120104 8:00,6.197165753
20120104 9:00,5.991545573
20120104 10:00,5.110802967
20120104 11:00,4.732463039
20120104 12:00,4.673292561
20120104 13:00,4.404442639
20120104 14:00,4.041241882
20120104 15:00,3.670562267
20120104 16:00,3.337009316
20120104 17:00,3.292421944
20120104 18:00,3.480791785
20120104 19:00,3.446588504
20120104 20:00,3.324095735
20120104 21:00,4.086051087
20120104 22:00,4.387180974
20120104 23:00,4.329615326
20120105 0:00,4.308423483
20120105 1:00,3.794027265
20120105 2:00,4.195139715
20120105 3:00,4.489635749
20120105 4:00,5.107337187
20120105 5:00,5.571700026
20120105 6:00,5.858594119
20120105 7:00,6.220359602
20120105 8:00,6.458012513
20120105 9:00,6.39110225
20120105 10:00,5.856948258
20120105 11:00,5.653103752
20120105 12:00,5.315964585
20120105 13:00,4.955637106
20120105 14:00,4.404416739
20120105 15:00,3.937948746
20120105 16:00,3.498187519
20120105 17:00,3.351412182
20120105 18:00,3.288400007
20120105 19:00,3.091830481
20120105 20:00,2.719549517
20120105 21:00,2.896414353
20120105 22:00,3.206084502
20120105 23:00,3.048832
20120106 0:00,3.157379322
20120106 1:00,3.785679382
20120106 2:00,3.577332571
20120106 3:00,3.282149885
20120106 4:00,3.159451857
20120106 5:00,3.013642114
20120106 6:00,2.317354871
20120106 7:00,1.289936821
20120106 8:00,2.920838539
20120106 9:00,4.301632664
20120106 10:00,3.186394617
20120106 11:00,2.584633781
20120106 12:00,2.575431207
20120106 13:00,2.54853663
20120106 14:00,2.740032354
20120106 15:00,3.199109217
20120106 16:00,3.931549735
20120106 17:00,7.27254103
20120106 18:00,4.529500133
20120106 19:00,4.55405271
20120106 20:00,4.956608523
20120106 21:00,6.969988079
20120106 22:00,7.080737069
20120106 23:00,6.745883219
20120107 0:00,6.760776362
20120107 1:00,5.899600434
20120107 2:00,8.745230053
20120107 3:00,7.673913566
20120107 4:00,7.515944954
20120107 5:00,6.588804338
20120107 6:00,6.622290211
20120107 7:00,6.119739487
20120107 8:00,5.303437897
20120107 9:00,4.007385615
20120107 10:00,3.999419618
20120107 11:00,4.164921978
20120107 12:00,4.355566481
20120107 13:00,4.668538722
20120107 14:00,4.698698803
20120107 15:00,4.50474346
20120107 16:00,4.427733249
20120107 17:00,4.617352636
20120107 18:00,4.712203676
20120107 19:00,4.605834139
20120107 20:00,4.557483438
20120107 21:00,4.791263418
20120107 22:00,7.476148526
20120107 23:00,8.913118416
20120108 0:00,8.492144686
20120108 1:00,7.672957223
20120108 2:00,7.572710836
20120108 3:00,7.811502424
20120108 4:00,8.030748233
20120108 5:00,7.766804971
20120108 6:00,7.641818061
20120108 7:00,7.699022869
20120108 8:00,8.072276573
20120108 9:00,7.075860289
20120108 10:00,5.790857053
20120108 11:00,5.149146214
20120108 12:00,4.542665546
20120108 13:00,4.367952435
20120108 14:00,3.98056485
20120108 15:00,3.667564193
20120108 16:00,3.277101054
20120108 17:00,2.98123988
20120108 18:00,2.964385446
20120108 19:00,3.047413054
20120108 20:00,3.243438244
20120108 21:00,3.839128168
20120108 22:00,5.560929788
20120108 23:00,5.639063471
20120109 0:00,4.948522211
20120109 1:00,3.33298894
20120109 2:00,3.360903835
20120109 3:00,3.654374429
20120109 4:00,3.854008719
20120109 5:00,3.74805543
20120109 6:00,4.03361115
20120109 7:00,4.512432183
20120109 8:00,4.76040182
20120109 9:00,4.675783317
20120109 10:00,4.007483898
20120109 11:00,3.945855875
20120109 12:00,4.040571679
20120109 13:00,3.862086781
20120109 14:00,3.177967783
20120109 15:00,2.832354301
20120109 16:00,2.954837271
20120109 17:00,3.154047418
20120109 18:00,3.339856761
20120109 19:00,3.332713546
20120109 20:00,3.34874173
20120109 21:00,3.719917852
20120109 22:00,5.249288467
20120109 23:00,4.889984362
20120110 0:00,4.970369007
20120110 1:00,5.570710288
20120110 2:00,5.564726749
20120110 3:00,5.212960108
20120110 4:00,4.726754772
20120110 5:00,4.620034562
20120110 6:00,4.759843841
20120110 7:00,4.954445233
20120110 8:00,4.631793934
20120110 9:00,4.138921548
20120110 10:00,3.338452037
20120110 11:00,3.552223125
20120110 12:00,4.865819083
20120110 13:00,4.152217703
20120110 14:00,3.658767841
20120110 15:00,3.753158888
20120110 16:00,4.016199181
20120110 17:00,4.278737603
20120110 18:00,4.430788995
20120110 19:00,4.236622099
20120110 20:00,3.989935866
20120110 21:00,4.200506785
20120110 22:00,4.929548728
20120110 23:00,6.400600028
20120111 0:00,6.606272115
20120111 1:00,6.03176802
20120111 2:00,5.633102863
20120111 3:00,5.651675791
20120111 4:00,5.74437293
20120111 5:00,5.768256602
20120111 6:00,5.821018688
20120111 7:00,5.889927552
20120111 8:00,5.905356035
20120111 9:00,5.672105192
20120111 10:00,4.916503259
20120111 11:00,4.16805075
20120111 12:00,3.627591177
20120111 13:00,4.22891443
20120111 14:00,4.487825152
20120111 15:00,3.916835485
20120111 16:00,3.80171418
20120111 17:00,3.984669891
20120111 18:00,3.984730184
20120111 19:00,4.034283953
20120111 20:00,3.664668813
20120111 21:00,3.78415901
20120111 22:00,4.672304047
20120111 23:00,4.474513359
20120112 0:00,4.500286558
20120112 1:00,3.898236944
20120112 2:00,3.991668722
20120112 3:00,4.116507411
20120112 4:00,4.245260742
20120112 5:00,4.047101063
20120112 6:00,3.675495581
20120112 7:00,3.950175426
20120112 8:00,4.530258688
20120112 9:00,4.815415706
20120112 10:00,4.444813905
20120112 11:00,4.349477221
20120112 12:00,4.440094695
20120112 13:00,4.454248888
20120112 14:00,4.000934118
