TIMESTAMP,Wind_10
20120101 1:00,3.699120499
20120101 2:00,2.696796905
20120101 3:00,2.030139816
20120101 4:00,1.847361625
20120101 5:00,1.824698112
20120101 6:00,2.040702939
20120101 7:00,2.489639908
20120101 8:00,3.283263587
20120101 9:00,3.747054003
20120101 10:00,3.678117736
20120101 11:00,3.67170886
20120101 12:00,3.895311584
20120101 13:00,4.524689476
20120101 14:00,4.964233159
20120101 15:00,5.005261278
20120101 16:00,4.829076421
20120101 17:00,4.600221936
20120101 18:00,4.362325431
20120101 19:00,4.249392348
20120101 20:00,4.356785433
20120101 21:00,4.774196543
20120101 22:00,5.186370535
20120101 23:00,5.902472498
20120102 0:00,6.345628892
20120102 1:00,6.210285351
20120102 2:00,5.32710117
20120102 3:00,4.616706501
20120102 4:00,4.080894927
20120102 5:00,3.704388531
20120102 6:00,2.888417018
20120102 7:00,2.943226586
20120102 8:00,7.898659005
20120102 9:00,7.408396382
20120102 10:00,6.915982859
20120102 11:00,6.216901435
20120102 12:00,5.470761809
20120102 13:00,4.731473017
20120102 14:00,3.708570085
20120102 15:00,3.722384627
20120102 16:00,3.780579287
20120102 17:00,3.149135362
20120102 18:00,2.897441198
20120102 19:00,2.62554985
20120102 20:00,3.030816884
20120102 21:00,3.63030318
20120102 22:00,3.220179381
20120102 23:00,3.969733139
20120103 0:00,4.025361873
20120103 1:00,3.704817737
20120103 2:00,3.646044783
20120103 3:00,4.10783154
20120103 4:00,3.008967332
20120103 5:00,3.095163425
20120103 6:00,3.103162479
20120103 7:00,2.381337818
20120103 8:00,1.390742704
20120103 9:00,0.712712912
20120103 10:00,1.558173713
20120103 11:00,1.797607771
20120103 12:00,3.342030748
20120103 13:00,4.749062366
20120103 14:00,5.726052339
20120103 15:00,6.292556117
20120103 16:00,6.234372278
20120103 17:00,5.724532142
20120103 18:00,5.767217258
20120103 19:00,5.569922156
20120103 20:00,5.097290228
20120103 21:00,4.885562368
20120103 22:00,4.692573648
20120103 23:00,4.602652419
20120104 0:00,4.530116547
20120104 1:00,3.867773454
20120104 2:00,3.801417979
20120104 3:00,3.806081677
20120104 4:00,3.937130327
20120104 5:00,4.070410534
20120104 6:00,4.204710191
20120104 7:00,4.296113748
20120104 8:00,4.163320423
20120104 9:00,4.111526843
20120104 10:00,3.358113337
20120104 11:00,4.128156041
20120104 12:00,4.588827037
20120104 13:00,4.145522316
20120104 14:00,3.814035447
20120104 15:00,3.709426826
20120104 16:00,3.626065261
20120104 17:00,3.523017805
20120104 18:00,3.330925288
20120104 19:00,3.153471951
20120104 20:00,3.284603186
20120104 21:00,3.640058861
20120104 22:00,3.666132061
20120104 23:00,3.08361773
20120105 0:00,2.071649361
20120105 1:00,1.413666178
20120105 2:00,0.138742604
20120105 3:00,1.693989538
20120105 4:00,3.121859791
20120105 5:00,4.116856695
20120105 6:00,4.625768075
20120105 7:00,4.74126517
20120105 8:00,5.12865806
20120105 9:00,5.860733471
20120105 10:00,4.953751923
20120105 11:00,4.027426926
20120105 12:00,5.408483544
20120105 13:00,5.233417132
20120105 14:00,5.181087397
20120105 15:00,5.195074868
20120105 16:00,5.371071565
20120105 17:00,5.428128177
20120105 18:00,5.510558962
20120105 19:00,5.596721465
20120105 20:00,5.678011722
20120105 21:00,5.934153059
20120105 22:00,6.024629324
20120105 23:00,6.106575413
20120106 0:00,6.0307797
20120106 1:00,5.384221977
20120106 2:00,4.510282055
20120106 3:00,3.725521591
20120106 4:00,3.371284625
20120106 5:00,3.210293617
20120106 6:00,3.0377242
20120106 7:00,2.583484564
20120106 8:00,2.046066194
20120106 9:00,1.051636302
20120106 10:00,1.762152328
20120106 11:00,2.143431436
20120106 12:00,3.219290931
20120106 13:00,3.835833265
20120106 14:00,4.221281705
20120106 15:00,4.654234768
20120106 16:00,5.156686991
20120106 17:00,5.78100515
20120106 18:00,6.102793726
20120106 19:00,6.117943692
20120106 20:00,5.767240244
20120106 21:00,4.863988768
20120106 22:00,4.959230436
20120106 23:00,6.053727164
20120107 0:00,5.926587008
20120107 1:00,5.97388003
20120107 2:00,6.914097713
20120107 3:00,6.015679
20120107 4:00,6.480506394
20120107 5:00,8.0538508
20120107 6:00,7.163314313
20120107 7:00,8.138843213
20120107 8:00,6.337264963
20120107 9:00,5.468550846
20120107 10:00,4.789519785
20120107 11:00,4.801309301
20120107 12:00,4.509225588
20120107 13:00,3.856253083
20120107 14:00,4.286379254
20120107 15:00,5.966940739
20120107 16:00,5.161953826
20120107 17:00,4.942179785
20120107 18:00,5.586233439
20120107 19:00,6.185326049
20120107 20:00,6.545659608
20120107 21:00,7.052031093
20120107 22:00,7.061428999
20120107 23:00,7.323789617
20120108 0:00,7.931243468
20120108 1:00,8.396472243
20120108 2:00,9.011590055
20120108 3:00,9.916611657
20120108 4:00,10.52490406
20120108 5:00,9.629870646
20120108 6:00,9.479768173
20120108 7:00,9.347628759
20120108 8:00,8.830234255
20120108 9:00,8.462056415
20120108 10:00,7.430549578
20120108 11:00,7.171912813
20120108 12:00,6.694556563
20120108 13:00,6.324288369
20120108 14:00,6.601831447
20120108 15:00,6.289408677
20120108 16:00,6.041450872
20120108 17:00,5.827199823
20120108 18:00,5.31195675
20120108 19:00,4.833476999
20120108 20:00,5.635868904
20120108 21:00,6.214852915
20120108 22:00,5.257169947
20120108 23:00,5.191768632
20120109 0:00,5.165162732
20120109 1:00,4.055594427
20120109 2:00,4.207238732
20120109 3:00,5.075100946
20120109 4:00,6.128053236
20120109 5:00,6.487496296
20120109 6:00,6.362661202
20120109 7:00,6.484858171
20120109 8:00,6.403310278
20120109 9:00,6.037267498
20120109 10:00,5.335638616
20120109 11:00,5.209229424
20120109 12:00,4.850255098
20120109 13:00,4.18351418
20120109 14:00,3.891288873
20120109 15:00,3.722512865
20120109 16:00,3.621208606
20120109 17:00,3.302340287
20120109 18:00,3.222501245
20120109 19:00,3.205641853
20120109 20:00,3.258695746
20120109 21:00,4.242489828
20120109 22:00,5.029675554
20120109 23:00,5.515546006
20120110 0:00,5.724260447
20120110 1:00,6.450727662
20120110 2:00,6.948644074
20120110 3:00,7.507047637
20120110 4:00,7.623738828
20120110 5:00,6.980976057
20120110 6:00,6.877802997
20120110 7:00,6.825116941
20120110 8:00,7.000233988
20120110 9:00,6.515218423
20120110 10:00,5.726928885
20120110 11:00,5.565289021
20120110 12:00,5.594171368
20120110 13:00,5.157637463
20120110 14:00,4.737723282
20120110 15:00,5.013487651
20120110 16:00,5.355623803
20120110 17:00,5.769628693
20120110 18:00,6.407017035
20120110 19:00,6.425534363
20120110 20:00,6.988272173
20120110 21:00,7.752008546
20120110 22:00,8.089753223
20120110 23:00,7.840655116
20120111 0:00,7.570607657
20120111 1:00,7.200886724
20120111 2:00,6.81861717
20120111 3:00,6.796521353
20120111 4:00,6.899752471
20120111 5:00,6.736702003
20120111 6:00,6.538347051
20120111 7:00,6.418641442
20120111 8:00,6.060524377
20120111 9:00,5.634601883
20120111 10:00,4.738718174
20120111 11:00,4.423838712
20120111 12:00,3.539558153
20120111 13:00,3.0011758
20120111 14:00,3.531290924
20120111 15:00,3.62689966
20120111 16:00,3.687149835
20120111 17:00,3.957603931
20120111 18:00,4.148111665
20120111 19:00,4.392331175
20120111 20:00,4.628739941
20120111 21:00,5.162302925
20120111 22:00,5.784661622
20120111 23:00,5.677179964
20120112 0:00,5.205650901
20120112 1:00,3.722925377
20120112 2:00,2.757139053
20120112 3:00,2.228546474
20120112 4:00,2.096593711
20120112 5:00,2.405859427
20120112 6:00,2.624795206
